,date,open,high,low,close,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2022-07-01,136.0399932861328,139.0399932861328,135.66000366210938,137.21694946289062,71051600,AAPL,4,-2.312138913493584,147.79804715157758,126.2585629558443,45.05216236430572,-36.50155853770801,17.05834115872692,138.79689025878906,148.0729197184245,26.700000762939453,29.539151871491317
0,2022-07-01,243.25,246.0,240.72000122070312,230.44366455078125,2745500,AMGN,4,0.04200049752196833,235.6937260649476,217.65479230663442,53.167820309884014,-7.357142101344135,4.218256370047661,229.72822977701824,229.19878311157225,26.700000762939453,29.539151871491317
0,2022-07-01,138.07000732421875,140.88999938964844,137.47000122070312,136.5526885986328,2625300,AXP,4,-5.951111413069015,165.0361131492517,124.2652525123694,40.05906864182205,-93.75955206561837,37.87013688739829,148.79409840901693,158.6160110473633,26.700000762939453,29.539151871491317
0,2022-07-01,135.8800048828125,141.7899932861328,135.39999389648438,139.83999633789062,7627100,BA,4,0.2951255883375268,148.24839628978935,122.09260560230048,47.124452441144754,74.24805178216991,0.31028834841520214,132.64300003051758,145.35383326212565,26.700000762939453,29.539151871491317
0,2022-07-01,179.30999755859375,181.32000732421875,173.72000122070312,170.24038696289062,3423100,CAT,4,-8.459092030958232,225.62301476555797,157.57779089850453,37.83341342944603,-137.19619780655827,46.01706747532381,194.8036117553711,200.13008855183918,26.700000762939453,29.539151871491317
0,2022-07-01,164.75999450683594,169.14999389648438,164.0500030517578,167.71949768066406,4561600,CRM,4,-0.7903231245833524,192.53701524139078,154.63736067413654,46.4908926229406,-27.63356822348499,12.68411268120595,170.382204691569,174.19910151163737,26.700000762939453,29.539151871491317
0,2022-07-01,42.52000045776367,42.70000076293945,41.56999969482422,39.60824203491211,24338500,CSCO,4,-0.9040544666240109,42.38132808716235,38.989431876826906,39.373891185138504,-127.11809991817066,36.91907472881078,40.83646825154622,44.07207171122233,26.700000762939453,29.539151871491317
0,2022-07-01,146.60000610351562,146.9600067138672,142.47000122070312,135.7621307373047,7684600,CVX,4,-6.127908329377476,174.4467451067239,121.8113847760886,42.450197598646305,-109.4680902718432,47.38910603312767,152.38357899983723,152.34064509073895,26.700000762939453,29.539151871491317
0,2022-07-01,94.23999786376953,96.30999755859375,93.9800033569336,95.38761901855469,10543400,DIS,4,-3.381305239194006,108.29431787227684,86.80183920169777,38.223118231375175,-67.54989236391674,16.39686257372282,100.1441027323405,108.58403091430664,26.700000762939453,29.539151871491317
0,2022-07-01,295.2699890136719,300.3299865722656,291.7200012207031,282.26812744140625,1749400,GS,4,-3.0544349199255407,305.98962874672964,254.8479200813954,46.34542914193562,-35.78695520452069,11.040629846421849,286.6904632568359,291.6199305216471,26.700000762939453,29.539151871491317
0,2022-07-01,275.7300109863281,280.75,274.54998779296875,264.7076110839844,2818300,HD,4,-5.083415977174013,291.71463347922577,245.1159771775125,44.65218676972248,-55.8741057072146,15.7798633691978,272.0471440633138,278.22707544962566,26.700000762939453,29.539151871491317
0,2022-07-01,173.64999389648438,175.3699951171875,171.57000732421875,167.8289794921875,1973100,HON,4,-4.472320326249786,190.59777487420033,160.3642490515809,41.003289614589384,-118.62558318810672,47.78539799913161,178.46681009928386,181.73163528442382,26.700000762939453,29.539151871491317
0,2022-07-01,141.0,141.6699981689453,139.25999450683594,127.62606811523438,4011900,IBM,4,1.3809302582173189,130.9819532715989,120.75309235218039,56.403204092559996,63.64509939572741,2.8756874987426273,124.67148030598959,121.86662979125977,26.700000762939453,29.539151871491317
0,2022-07-01,37.09000015258789,37.20000076293945,35.880001068115234,34.22932434082031,40596300,INTC,4,-1.4368525423557017,40.852917303805775,32.42082041286903,37.234445855575686,-103.24260445322997,35.65166374886975,37.95461336771647,40.283054224650066,26.700000762939453,29.539151871491317
0,2022-07-01,177.4499969482422,179.72000122070312,176.69000244140625,169.29580688476562,5498400,JNJ,4,0.5892243874767189,173.27148573312704,157.4560640105253,53.55049362285999,50.013647794743775,0.7058178422746655,166.32487894694012,167.5038180033366,26.700000762939453,29.539151871491317
0,2022-07-01,112.6500015258789,114.41999816894531,111.16000366210938,106.9178695678711,10573600,JPM,4,-2.666763683259461,122.85806344483831,99.42890478636286,41.190412040415566,-83.70587573203504,29.181584306560993,113.74104283650716,115.48144607543945,26.700000762939453,29.539151871491317
0,2022-07-01,63.119998931884766,64.44999694824219,62.81999969482422,60.56477355957031,15143200,KO,4,0.1488548228313391,60.75273684202011,55.219558156148835,55.50348480531282,91.73544265901049,7.10928967127828,58.305176162719725,59.34649079640706,26.700000762939453,29.539151871491317
0,2022-07-01,246.35000610351562,253.13999938964844,246.0,241.68235778808594,2531400,MCD,4,1.1811323767039994,242.39335623912856,222.68367775745347,55.49062858363277,98.8595962475053,10.104669219309995,232.3448740641276,234.44251861572266,26.700000762939453,29.539151871491317
0,2022-07-01,108.20233917236328,108.55351257324219,105.8612060546875,96.82685852050781,4450077,MMM,4,-3.1598278590573727,111.99930265767006,92.12307664530846,36.236976690460295,-104.11531726497999,53.694847492793215,104.89438120524089,107.98681602478027,26.700000762939453,29.539151871491317
0,2022-07-01,91.30000305175781,92.48999786376953,90.38999938964844,87.51640319824219,11413800,MRK,4,0.9654771007938621,90.34756083043246,78.03940358607144,57.89838294709602,42.422555246792115,10.825259719617096,85.13381601969401,83.7134895324707,26.700000762939453,29.539151871491317
0,2022-07-01,256.3900146484375,259.7699890136719,254.61000061035156,255.0992889404297,22837700,MSFT,4,-1.9078172042227663,271.8907918234522,235.40481669705562,46.92500846591102,-18.387241355662226,11.094613445232255,255.79246368408204,264.23409372965494,26.700000762939453,29.539151871491317
0,2022-07-01,101.63999938964844,102.5,99.52999877929688,98.55929565429688,7934300,NKE,4,-3.4728655453182995,121.56656604411245,94.88399090168832,40.05662745200905,-132.0200179875061,30.146776723017727,108.69970169067383,113.99403877258301,26.700000762939453,29.539151871491317
0,2022-07-01,144.24000549316406,146.25,143.39999389648438,137.96762084960938,5937200,PG,4,-0.9783005135783185,142.05748584253874,123.8184579135648,49.417308514539634,54.00158871864235,3.491743915933254,134.49523646036783,141.5137912750244,26.700000762939453,29.539151871491317
0,2022-07-01,168.82000732421875,171.9600067138672,167.4499969482422,164.0078125,1033400,TRV,4,-1.2557863245639567,170.53564502019145,151.29448651057027,50.408615436437934,3.935735922786771,7.543597655432395,162.65552419026693,165.40684127807617,26.700000762939453,29.539151871491317
